SaleDate,Item,Quantity,Price,Category,TotalSales,source_file
2004-02-22,S12_1099,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-04-09,S12_1099,28,100.0,Classic Cars,2800.0,sales_data_sample.csv
2004-07-06,S12_1099,44,100.0,Classic Cars,4400.0,sales_data_sample.csv
2004-08-02,S12_1099,50,100.0,Classic Cars,5000.0,sales_data_sample.csv
2004-08-30,S12_1099,21,100.0,Classic Cars,2100.0,sales_data_sample.csv
2003-10-04,S12_1099,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2004-10-16,S12_1099,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2004-11-03,S12_1099,31,100.0,Classic Cars,3100.0,sales_data_sample.csv
2004-11-15,S12_1099,41,71.47,Classic Cars,2930.27,sales_data_sample.csv
2004-11-24,S12_1099,45,79.65,Classic Cars,3584.2500000000005,sales_data_sample.csv
2005-01-06,S12_1099,33,85.39,Classic Cars,2817.87,sales_data_sample.csv
2005-02-03,S12_1099,45,76.0,Classic Cars,3420.0,sales_data_sample.csv
2005-03-03,S12_1099,26,99.04,Classic Cars,2575.04,sales_data_sample.csv
2005-05-17,S12_1099,12,100.0,Classic Cars,1200.0,sales_data_sample.csv
2003-02-11,S12_1108,41,100.0,Classic Cars,4100.0,sales_data_sample.csv
2003-04-16,S12_1108,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2003-06-03,S12_1108,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-08-08,S12_1108,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2003-09-28,S12_1108,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2003-10-22,S12_1108,44,100.0,Classic Cars,4400.0,sales_data_sample.csv
2003-11-06,S12_1108,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2003-11-14,S12_1108,21,100.0,Classic Cars,2100.0,sales_data_sample.csv
2003-11-26,S12_1108,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2004-01-02,S12_1108,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2004-02-12,S12_1108,32,100.0,Classic Cars,3200.0,sales_data_sample.csv
2004-03-19,S12_1108,42,100.0,Classic Cars,4200.0,sales_data_sample.csv
2004-05-05,S12_1108,44,100.0,Classic Cars,4400.0,sales_data_sample.csv
2004-07-20,S12_1108,35,100.0,Classic Cars,3500.0,sales_data_sample.csv
2004-08-20,S12_1108,41,100.0,Classic Cars,4100.0,sales_data_sample.csv
2004-09-09,S12_1108,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2004-10-14,S12_1108,31,100.0,Classic Cars,3100.0,sales_data_sample.csv
2004-10-22,S12_1108,38,100.0,Classic Cars,3800.0,sales_data_sample.csv
2004-11-05,S12_1108,42,64.0,Classic Cars,2688.0,sales_data_sample.csv
2004-11-20,S12_1108,33,57.22,Classic Cars,1888.26,sales_data_sample.csv
2004-11-01,S12_1108,48,52.36,Classic Cars,2513.2799999999997,sales_data_sample.csv
2004-12-15,S12_1108,42,100.0,Classic Cars,4200.0,sales_data_sample.csv
2005-01-23,S12_1108,32,100.0,Classic Cars,3200.0,sales_data_sample.csv
2005-02-17,S12_1108,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2005-03-17,S12_1108,33,69.12,Classic Cars,2280.96,sales_data_sample.csv
2005-05-05,S12_1108,36,100.0,Classic Cars,3600.0,sales_data_sample.csv
2003-01-29,S12_1666,27,100.0,Trucks and Buses,2700.0,sales_data_sample.csv
2003-03-26,S12_1666,21,100.0,Trucks and Buses,2100.0,sales_data_sample.csv
2003-05-28,S12_1666,21,100.0,Trucks and Buses,2100.0,sales_data_sample.csv
2003-07-24,S12_1666,38,100.0,Trucks and Buses,3800.0,sales_data_sample.csv
2003-09-19,S12_1666,30,100.0,Trucks and Buses,3000.0,sales_data_sample.csv
2003-10-21,S12_1666,49,100.0,Trucks and Buses,4900.0,sales_data_sample.csv
2003-11-06,S12_1666,43,100.0,Trucks and Buses,4300.0,sales_data_sample.csv
2003-11-13,S12_1666,41,100.0,Trucks and Buses,4100.0,sales_data_sample.csv
2003-11-25,S12_1666,38,100.0,Trucks and Buses,3800.0,sales_data_sample.csv
2003-12-05,S12_1666,28,100.0,Trucks and Buses,2800.0,sales_data_sample.csv
2004-02-02,S12_1666,43,100.0,Trucks and Buses,4300.0,sales_data_sample.csv
2004-03-11,S12_1666,25,100.0,Trucks and Buses,2500.0,sales_data_sample.csv
2004-05-04,S12_1666,38,100.0,Trucks and Buses,3800.0,sales_data_sample.csv
2004-06-15,S12_1666,41,100.0,Trucks and Buses,4100.0,sales_data_sample.csv
2004-07-19,S12_1666,28,100.0,Trucks and Buses,2800.0,sales_data_sample.csv
2004-08-19,S12_1666,25,100.0,Trucks and Buses,2500.0,sales_data_sample.csv
2004-09-08,S12_1666,41,100.0,Trucks and Buses,4100.0,sales_data_sample.csv
2004-10-11,S12_1666,39,100.0,Trucks and Buses,3900.0,sales_data_sample.csv
2004-10-22,S12_1666,21,100.0,Trucks and Buses,2100.0,sales_data_sample.csv
2004-11-04,S12_1666,27,100.0,Trucks and Buses,2700.0,sales_data_sample.csv
2004-11-18,S12_1666,33,99.21,Trucks and Buses,3273.93,sales_data_sample.csv
2004-11-29,S12_1666,29,100.0,Trucks and Buses,2900.0,sales_data_sample.csv
2004-12-10,S12_1666,49,100.0,Trucks and Buses,4900.0,sales_data_sample.csv
2005-01-20,S12_1666,49,100.0,Trucks and Buses,4900.0,sales_data_sample.csv
2005-02-17,S12_1666,20,100.0,Trucks and Buses,2000.0,sales_data_sample.csv
2005-03-09,S12_1666,39,63.2,Trucks and Buses,2464.8,sales_data_sample.csv
2005-05-01,S12_1666,40,100.0,Trucks and Buses,4000.0,sales_data_sample.csv
2003-02-24,S12_2823,21,100.0,Motorcycles,2100.0,sales_data_sample.csv
2003-05-07,S12_2823,50,100.0,Motorcycles,5000.0,sales_data_sample.csv
2003-07-01,S12_2823,20,100.0,Motorcycles,2000.0,sales_data_sample.csv
2003-08-25,S12_2823,49,100.0,Motorcycles,4900.0,sales_data_sample.csv
2003-10-10,S12_2823,38,100.0,Motorcycles,3800.0,sales_data_sample.csv
2003-11-04,S12_2823,35,100.0,Motorcycles,3500.0,sales_data_sample.csv
2003-11-11,S12_2823,40,100.0,Motorcycles,4000.0,sales_data_sample.csv
2003-11-18,S12_2823,28,100.0,Motorcycles,2800.0,sales_data_sample.csv
2003-12-01,S12_2823,25,100.0,Motorcycles,2500.0,sales_data_sample.csv
2004-01-15,S12_2823,36,100.0,Motorcycles,3600.0,sales_data_sample.csv
2004-02-21,S12_2823,43,100.0,Motorcycles,4300.0,sales_data_sample.csv
2004-04-05,S12_2823,32,100.0,Motorcycles,3200.0,sales_data_sample.csv
2004-05-18,S12_2823,46,100.0,Motorcycles,4600.0,sales_data_sample.csv
2004-06-28,S12_2823,48,100.0,Motorcycles,4800.0,sales_data_sample.csv
2004-08-02,S12_2823,43,100.0,Motorcycles,4300.0,sales_data_sample.csv
2004-08-27,S12_2823,49,100.0,Motorcycles,4900.0,sales_data_sample.csv
2004-09-30,S12_2823,24,100.0,Motorcycles,2400.0,sales_data_sample.csv
2004-10-15,S12_2823,26,100.0,Motorcycles,2600.0,sales_data_sample.csv
2004-11-03,S12_2823,30,100.0,Motorcycles,3000.0,sales_data_sample.csv
2004-11-15,S12_2823,24,100.0,Motorcycles,2400.0,sales_data_sample.csv
2004-11-24,S12_2823,55,100.0,Motorcycles,5500.0,sales_data_sample.csv
2005-01-05,S12_2823,22,100.0,Motorcycles,2200.0,sales_data_sample.csv
2005-02-03,S12_2823,49,78.92,Motorcycles,3867.08,sales_data_sample.csv
2005-03-03,S12_2823,44,100.0,Motorcycles,4400.0,sales_data_sample.csv
2005-04-08,S12_2823,66,100.0,Motorcycles,6600.0,sales_data_sample.csv
2003-01-31,S12_3148,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2003-04-16,S12_3148,43,100.0,Classic Cars,4300.0,sales_data_sample.csv
2003-06-03,S12_3148,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-08-08,S12_3148,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2003-09-28,S12_3148,42,100.0,Classic Cars,4200.0,sales_data_sample.csv
2003-10-22,S12_3148,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2003-11-06,S12_3148,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2003-11-14,S12_3148,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2003-11-26,S12_3148,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-01-02,S12_3148,26,100.0,Classic Cars,2600.0,sales_data_sample.csv
2004-02-12,S12_3148,30,100.0,Classic Cars,3000.0,sales_data_sample.csv
2004-03-15,S12_3148,43,100.0,Classic Cars,4300.0,sales_data_sample.csv
2004-05-05,S12_3148,25,100.0,Classic Cars,2500.0,sales_data_sample.csv
2004-07-20,S12_3148,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-08-20,S12_3148,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-09-09,S12_3148,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-10-14,S12_3148,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2004-10-22,S12_3148,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2004-11-05,S12_3148,27,54.33,Classic Cars,1466.9099999999999,sales_data_sample.csv
2004-11-20,S12_3148,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
2004-11-01,S12_3148,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2004-12-10,S12_3148,49,55.34,Classic Cars,2711.6600000000003,sales_data_sample.csv
2005-01-26,S12_3148,40,100.0,Classic Cars,4000.0,sales_data_sample.csv
2005-02-17,S12_3148,37,100.0,Classic Cars,3700.0,sales_data_sample.csv
2005-05-05,S12_3148,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2003-03-03,S12_3380,45,100.0,Classic Cars,4500.0,sales_data_sample.csv
2003-05-08,S12_3380,37,99.82,Classic Cars,3693.3399999999997,sales_data_sample.csv
2003-07-02,S12_3380,48,100.0,Classic Cars,4800.0,sales_data_sample.csv
2003-09-05,S12_3380,31,100.0,Classic Cars,3100.0,sales_data_sample.csv
2003-10-11,S12_3380,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-11-04,S12_3380,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2003-11-12,S12_3380,28,100.0,Classic Cars,2800.0,sales_data_sample.csv
2003-11-20,S12_3380,40,100.0,Classic Cars,4000.0,sales_data_sample.csv
2003-12-02,S12_3380,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2004-01-16,S12_3380,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2004-02-22,S12_3380,25,99.82,Classic Cars,2495.5,sales_data_sample.csv
2004-04-09,S12_3380,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2004-07-06,S12_3380,22,100.0,Classic Cars,2200.0,sales_data_sample.csv
2004-08-02,S12_3380,47,100.0,Classic Cars,4700.0,sales_data_sample.csv
2004-08-30,S12_3380,45,100.0,Classic Cars,4500.0,sales_data_sample.csv
2003-10-04,S12_3380,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2004-10-16,S12_3380,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-11-03,S12_3380,35,100.0,Classic Cars,3500.0,sales_data_sample.csv
2004-11-15,S12_3380,46,83.63,Classic Cars,3846.9799999999996,sales_data_sample.csv
2004-11-24,S12_3380,44,95.93,Classic Cars,4220.92,sales_data_sample.csv
2005-01-06,S12_3380,34,96.73,Classic Cars,3288.82,sales_data_sample.csv
2005-02-08,S12_3380,35,100.0,Classic Cars,3500.0,sales_data_sample.csv
2005-03-03,S12_3380,25,72.38,Classic Cars,1809.5,sales_data_sample.csv
2005-05-17,S12_3380,10,100.0,Classic Cars,1000.0,sales_data_sample.csv
2003-02-11,S12_3891,29,100.0,Classic Cars,2900.0,sales_data_sample.csv
2003-04-16,S12_3891,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2003-06-03,S12_3891,42,100.0,Classic Cars,4200.0,sales_data_sample.csv
2003-08-08,S12_3891,46,100.0,Classic Cars,4600.0,sales_data_sample.csv
2003-09-28,S12_3891,49,100.0,Classic Cars,4900.0,sales_data_sample.csv
2003-10-22,S12_3891,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2003-11-06,S12_3891,50,100.0,Classic Cars,5000.0,sales_data_sample.csv
2003-11-14,S12_3891,43,100.0,Classic Cars,4300.0,sales_data_sample.csv
2003-11-26,S12_3891,38,100.0,Classic Cars,3800.0,sales_data_sample.csv
2004-01-02,S12_3891,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2004-02-12,S12_3891,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-03-19,S12_3891,49,100.0,Classic Cars,4900.0,sales_data_sample.csv
2004-05-05,S12_3891,27,100.0,Classic Cars,2700.0,sales_data_sample.csv
2004-07-20,S12_3891,39,100.0,Classic Cars,3900.0,sales_data_sample.csv
2004-08-20,S12_3891,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-09-09,S12_3891,45,100.0,Classic Cars,4500.0,sales_data_sample.csv
2004-10-14,S12_3891,20,100.0,Classic Cars,2000.0,sales_data_sample.csv
2004-10-22,S12_3891,36,100.0,Classic Cars,3600.0,sales_data_sample.csv
2004-11-05,S12_3891,24,100.0,Classic Cars,2400.0,sales_data_sample.csv
2004-11-20,S12_3891,49,63.38,Classic Cars,3105.6200000000003,sales_data_sample.csv
2004-12-01,S12_3891,26,100.0,Classic Cars,2600.0,sales_data_sample.csv
2004-12-15,S12_3891,49,62.09,Classic Cars,3042.4100000000003,sales_data_sample.csv
2005-01-26,S12_3891,34,100.0,Classic Cars,3400.0,sales_data_sample.csv
2005-02-17,S12_3891,34,95.35,Classic Cars,3241.8999999999996,sales_data_sample.csv
2005-03-23,S12_3891,33,100.0,Classic Cars,3300.0,sales_data_sample.csv
